200 0.017709
400 0.042310
600 0.068235
800 0.084645
1000 0.087613
1200 0.093741
1400 0.098504
1600 0.106140
1800 0.106650
2000 0.090782
2200 0.000258
2400 0.071606
2600 0.062802
2800 0.053572
3000 0.049804
3200 0.034394
3400 0.031195
3600 0.019845
3800 0.000101
4000 0.000124
